,Unnamed: 0,restaurant,category,food,price
469,469.0,رستوران زنجیره ای مصطفی کلبادی نژاد,سالاد و پیش غذا,زیتون شور ," ۴۴,۰۰۰ تومان"
470,470.0,رستوران زنجیره ای مصطفی کلبادی نژاد,سالاد و پیش غذا,سوپ جو ," ۵۵,۰۰۰ تومان"
471,471.0,رستوران زنجیره ای مصطفی کلبادی نژاد,سالاد و پیش غذا,ماست سبزیجات ," ۴۴,۰۰۰ تومان"
472,472.0,رستوران زنجیره ای مصطفی کلبادی نژاد,سالاد و پیش غذا,ماست بادمجان ," ۴۴,۰۰۰ تومان"
473,473.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی سرد,شربت بهار نارنج مخصوص ," ۴۴,۰۰۰ تومان"
474,474.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,دوغ بطری مخصوص ," ۴۴,۰۰۰ تومان"
475,475.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,نوشابه قوطی ," ۲۴,۰۰۰ تومان"
476,476.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,نوشابه خانواده پپسی کولا ," ۲۴,۰۰۰ تومان"
477,477.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,ماءالشعیر قوطی هی دی ," ۲۴,۰۰۰ تومان"
478,478.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,ماءالشعیر خانواده هی دی ," ۳۳,۰۰۰ تومان"
479,479.0,رستوران زنجیره ای مصطفی کلبادی نژاد,نوشیدنی,آب معدنی کوچک ," ۳۳,۰۰۰ تومان"
480,480.0,جگرکی باباطاهر,کباب,خوراک رول چنجه ," ۱۵۵,۰۰۰ تومان"
481,481.0,جگرکی باباطاهر,کباب,خوراک کباب لقمه مخصوص ," ۱۵۸,۰۰۰ تومان"
482,482.0,جگرکی باباطاهر,کباب,کباب چنجه شکاری ," ۱۵۳,۰۰۰ تومان"
483,483.0,جگرکی باباطاهر,کباب,خوراک ماهی کبابی ," ۱۲۰,۰۰۰ تومان"
484,484.0,جگرکی باباطاهر,کباب,کباب کوبیده تور ," ۸۸,۰۰۰ تومان"
485,485.0,جگرکی باباطاهر,کباب,کباب چنجه ," ۷۷,۰۰۰ تومان"
486,486.0,جگرکی باباطاهر,کباب,خوراک کباب کوبیده ," ۶۸,۰۰۰ تومان"
487,487.0,جگرکی باباطاهر,کباب,جوجه کباب سینه ," ۷۵,۰۰۰ تومان"
488,488.0,جگرکی باباطاهر,کباب,بال کبابی ," ۶۵,۰۰۰ تومان"
489,489.0,جگرکی باباطاهر,کباب,پاچین کبابی ," ۶۵,۰۰۰ تومان"
490,490.0,جگرکی باباطاهر,کباب,کباب کوبیده مرغ ," ۴۰,۰۰۰ تومان"
491,491.0,جگرکی باباطاهر,کباب,گوجه کبابی ," ۱۵,۰۰۰ تومان"
492,492.0,جگرکی باباطاهر,کباب,فلفل کبابی ," ۱۰,۰۰۰ تومان"
493,493.0,جگرکی باباطاهر,دل و جگر,جگر پیچ گوسفندی کبابی ," ۶۱,۰۰۰ تومان"
494,494.0,جگرکی باباطاهر,دل و جگر,جگر گوسفندی کبابی ," ۵۵,۰۰۰ تومان"
495,495.0,جگرکی باباطاهر,دل و جگر,دل گوسفندی کبابی ," ۵۵,۰۰۰ تومان"
496,496.0,جگرکی باباطاهر,دل و جگر,جگر گوساله کبابی ," ۴۸,۰۰۰ تومان"
497,497.0,جگرکی باباطاهر,دل و جگر,قلوه گوساله کبابی ," ۴۸,۰۰۰ تومان"
498,498.0,جگرکی باباطاهر,دل و جگر,دنبه گوسفندی کبابی ," ۳۵,۰۰۰ تومان"
499,499.0,جگرکی باباطاهر,خوراک دل و جگر,قارچ کبابی ," ۳۰,۰۰۰ تومان"
500,500.0,جگرکی باباطاهر,نوشیدنی,نوشابه بطری ," ۱۵,۰۰۰ تومان"
501,501.0,جگرکی باباطاهر,نوشیدنی,نوشابه قوطی ," ۱۱,۰۰۰ تومان"
502,502.0,جگرکی باباطاهر,نوشیدنی,نوشابه خانواده پپسی کولا ," ۱۱,۰۰۰ تومان"
503,503.0,جگرکی باباطاهر,نوشیدنی,ماءالشعیر شیشه ای هی دی ," ۲۴,۰۰۰ تومان"
504,504.0,جگرکی باباطاهر,نوشیدنی,ماءالشعیر خانواده هی جو ," ۲۰,۰۰۰ تومان"
505,505.0,جگرکی باباطاهر,نوشیدنی,لیموناد شیشه ای زمزم ," ۲۰,۰۰۰ تومان"
506,506.0,جگرکی باباطاهر,نوشیدنی,دوغ بطری زالی ," ۳۳,۰۰۰ تومان"
507,507.0,جگرکی باباطاهر,نوشیدنی,دوغ خانواده زالی ," ۳۰,۰۰۰ تومان"
508,508.0,جگرکی باباطاهر,نوشیدنی,آب معدنی کوچک ," ۳۰,۰۰۰ تومان"
509,509.0,جگرکی باباطاهر,نوشیدنی,آب معدنی بزرگ ," ۲۵,۰۰۰ تومان"
510,510.0,رستوران گیلانی,چلو کباب,چلو کباب کوبیده معمولی ," ۲۴۷,۰۰۰ تومان"
511,511.0,رستوران گیلانی,کباب,خوراک کباب بختیاری ," ۲۵۰,۰۰۰ تومان"
512,512.0,رستوران گیلانی,کباب,خوراک کباب لقمه ," ۳۷۵,۰۰۰ تومان"
513,513.0,رستوران گیلانی,کباب,خوراک کباب بناب ," ۲۵۰,۰۰۰ تومان"
514,514.0,رستوران گیلانی,کباب,خوراک کباب کوبیده مخصوص ," ۱۲۵,۰۰۰ تومان"
515,515.0,رستوران گیلانی,کباب,خوراک کباب کوبیده معمولی ," ۹۰,۰۰۰ تومان"
516,516.0,رستوران گیلانی,چلو خورشت,چلو خورشت قیمه بادمجان ," ۱۷۷,۰۰۰ تومان"
517,517.0,رستوران گیلانی,چلو خورشت,چلو خورشت قورمه سبزی ," ۱۸۲,۰۰۰ تومان"
518,518.0,رستوران گیلانی,چلو پلو ایرانی,چلو ایرانی  ," ۶۷,۰۰۰ تومان"
519,519.0,رستوران گیلانی,چلو پلو ایرانی,چلو ایرانی روغن گوسفندی  ," ۸۰,۰۰۰ تومان"
520,520.0,رستوران گیلانی,چلو پلو ایرانی,چلو کباب کوبیده مخصوص ," ۳۱۷,۰۰۰ تومان"
521,521.0,رستوران گیلانی,چلو پلو ایرانی,چلو کباب کوبیده معمولی ," ۲۴۷,۰۰۰ تومان"
522,522.0,رستوران گیلانی,چلو پلو ایرانی,چلو ران مرغ سرخ شده ," ۱۸۷,۰۰۰ تومان"
523,523.0,رستوران گیلانی,خوراک,خوراک قورمه گوساله ," ۳۲۰,۰۰۰ تومان"
524,524.0,رستوران گیلانی,خوراک,خوراک ران مرغ زعفرانی سرخ کرده ," ۱۲۰,۰۰۰ تومان"
525,525.0,رستوران گیلانی,خوراک,خوراک مرغ ترش ," ۱۳۵,۰۰۰ تومان"
526,526.0,رستوران گیلانی,خوراک,خورشت قورمه سبزی ," ۱۱۵,۰۰۰ تومان"
527,527.0,رستوران گیلانی,خوراک,خورشت قیمه بادمجان ," ۱۱۰,۰۰۰ تومان"
528,528.0,رستوران گیلانی,خوراک,میرزاقاسمی ," ۸۰,۰۰۰ تومان"
529,529.0,رستوران گیلانی,خوراک,خوراک ماهی قزل آلا ," ۲۷۰,۰۰۰ تومان"
530,530.0,رستوران گیلانی,خوراک,ماهیچه گوسفندی ," ۸۷۰,۰۰۰ تومان"
531,531.0,رستوران گیلانی,خوراک,راسته گوسفندی ," ۸۷۰,۰۰۰ تومان"
532,532.0,رستوران گیلانی,سالاد و پیش غذا,ماست محلی  ," ۴۰,۰۰۰ تومان"
533,533.0,رستوران گیلانی,سالاد و پیش غذا,ماست موسیر  ," ۴۰,۰۰۰ تومان"
534,534.0,رستوران گیلانی,سالاد و پیش غذا,دسر ژله و کارامل ," ۴۰,۰۰۰ تومان"
535,535.0,رستوران گیلانی,سالاد و پیش غذا,سالاد کلم ," ۴۰,۰۰۰ تومان"
536,536.0,رستوران گیلانی,سالاد و پیش غذا,زیتون پرورده ," ۴۰,۰۰۰ تومان"
537,537.0,رستوران گیلانی,نوشیدنی,دوغ خانواده محلی ," ۶۰,۰۰۰ تومان"
538,538.0,رستوران گیلانی,نوشیدنی,نوشابه بطری ," ۱۴,۰۰۰ تومان"
539,539.0,رستوران گیلانی,نوشیدنی,نوشابه قوطی ," ۱۴,۰۰۰ تومان"
540,540.0,رستوران گیلانی,نوشیدنی,ماءالشعیر قوطی هی دی ," ۲۴,۰۰۰ تومان"
541,541.0,رستوران گیلانی,نوشیدنی,آب معدنی کوچک ," ۲۴,۰۰۰ تومان"
542,542.0,رستوران گیلانی,نوشیدنی,آب معدنی بزرگ ," ۲۴,۰۰۰ تومان"
543,543.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا پپرونی آمریکایی ," ۱۸۸,۰۰۰ تومان"
544,544.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا فیلادلفیا آمریکایی ," ۲۴۵,۰۰۰ تومان"
545,545.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا تاکو آمریکایی ," ۱۹۸,۰۰۰ تومان"
546,546.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا فیلیتو آمریکایی ," ۲۴۰,۰۰۰ تومان"
547,547.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا سیسیلی آمریکایی ," ۱۹۰,۰۰۰ تومان"
548,548.0,فست فود کنج گلستان,پیتزا آمریکایی,پیتزا کالزونه آمریکایی ," ۱۸۵,۰۰۰ تومان"
549,549.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا مخصوص کنج ایتالیایی ," ۳۳۰,۰۰۰ تومان"
550,550.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا چهارفصل ایتالیایی ," ۳۴۵,۰۰۰ تومان"
551,551.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا سیسیلی ایتالیایی ," ۲۶۰,۰۰۰ تومان"
552,552.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا فیلیتو ایتالیایی ," ۲۷۰,۰۰۰ تومان"
553,553.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا آمریکانو ایتالیایی ," ۲۳۰,۰۰۰ تومان"
554,554.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا کاپری چیوسا ایتالیایی ," ۲۳۵,۰۰۰ تومان"
555,555.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا سوپریم ایتالیایی ," ۲۵۵,۰۰۰ تومان"
556,556.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا پپرونی ایتالیایی  ," ۲۱۰,۰۰۰ تومان"
557,557.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا سالسا ایتالیایی ," ۳۵۰,۰۰۰ تومان"
558,558.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا پیده ایتالیایی ," ۲۸۰,۰۰۰ تومان"
559,559.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا چانو ایتالیایی ," ۲۷۰,۰۰۰ تومان"
560,560.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا دیو ایتالیایی ," ۲۹۰,۰۰۰ تومان"
561,561.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا مکزیکانو ایتالیایی ," ۲۴۰,۰۰۰ تومان"
562,562.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا چیکن لاور ایتالیایی ," ۲۴۵,۰۰۰ تومان"
563,563.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا چیکن باربیکیو ایتالیایی ," ۲۴۰,۰۰۰ تومان"
564,564.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا وجترینا ایتالیایی ," ۱۸۰,۰۰۰ تومان"
565,565.0,فست فود کنج گلستان,پیتزا ایتالیایی,پیتزا مارگاریتا ایتالیایی ," ۱۷۰,۰۰۰ تومان"
566,566.0,فست فود کنج گلستان,برگر,ذغالی برگر ," ۱۶۰,۰۰۰ تومان"
567,567.0,فست فود کنج گلستان,برگر,اسپشیال کنج برگر ," ۲۹۵,۰۰۰ تومان"
568,568.0,فست فود کنج گلستان,برگر,چیزبرگر مخصوص ," ۱۹۰,۰۰۰ تومان"
569,569.0,فست فود کنج گلستان,برگر,دبل برگر ," ۲۶۵,۰۰۰ تومان"
570,570.0,فست فود کنج گلستان,برگر,ماشروم برگر ," ۱۹۵,۰۰۰ تومان"
571,571.0,فست فود کنج گلستان,برگر,چیز برگر ," ۱۷۰,۰۰۰ تومان"
572,572.0,فست فود کنج گلستان,برگر,رویال برگر ," ۲۴۵,۰۰۰ تومان"
573,573.0,فست فود کنج گلستان,برگر,کنج برگر ," ۲۱۰,۰۰۰ تومان"
574,574.0,فست فود کنج گلستان,ساندویچ,ساندویچ رست بیف ," ۲۵۰,۰۰۰ تومان"
575,575.0,فست فود کنج گلستان,ساندویچ,ساندویچ اسپشیال کنج ," ۲۹۵,۰۰۰ تومان"
576,576.0,فست فود کنج گلستان,ساندویچ,ساندویچ فیله مرغ سوخاری ," ۱۷۵,۰۰۰ تومان"
577,577.0,فست فود کنج گلستان,ساندویچ,ساندویچ هات رویال ," ۲۴۰,۰۰۰ تومان"
578,578.0,فست فود کنج گلستان,ساندویچ,ساندویچ ژامبون گوشت تنوری ," ۱۹۵,۰۰۰ تومان"
579,579.0,فست فود کنج گلستان,سوخاری,فیله مرغ سوخاری ," ۲۹۵,۰۰۰ تومان"
580,580.0,فست فود کنج گلستان,استیک,استیک مرغ ," ۳۰۰,۰۰۰ تومان"
581,581.0,فست فود کنج گلستان,پاستا,پاستا پنه گوشت ," ۲۱۰,۰۰۰ تومان"
582,582.0,فست فود کنج گلستان,غذای فرنگی,بیف استروگانف ," ۲۸۰,۰۰۰ تومان"
583,583.0,فست فود کنج گلستان,سالاد,سالاد سزار با فیله مرغ گریل شده ," ۲۱۰,۰۰۰ تومان"
584,584.0,فست فود کنج گلستان,پیش غذا,ابر پتیتو ," ۲۱۰,۰۰۰ تومان"
585,585.0,فست فود کنج گلستان,پیش غذا,چیپس و پنیر ," ۱۹۵,۰۰۰ تومان"
586,586.0,فست فود کنج گلستان,پیش غذا,نان سیر پیتزایی ," ۱۵۰,۰۰۰ تومان"
587,587.0,فست فود کنج گلستان,پیش غذا,سیب زمینی سرخ شده ," ۶۸,۰۰۰ تومان"
588,588.0,فست فود کنج گلستان,پیش غذا,سیب زمینی سرخ شده مخصوص ," ۲۱۰,۰۰۰ تومان"
589,589.0,فست فود کنج گلستان,نوشیدنی,نوشابه قوطی ," ۲۲,۰۰۰ تومان"
590,590.0,فست فود کنج گلستان,نوشیدنی,ماءالشعیر شیشه ای هی دی ," ۲۲,۰۰۰ تومان"
591,591.0,فست فود کنج گلستان,نوشیدنی,ماءالشعیر قوطی هی دی ," ۲۲,۰۰۰ تومان"
592,592.0,فست فود کنج گلستان,نوشیدنی,آب معدنی کوچک ," ۲۶,۰۰۰ تومان"
0,,مرغ بریانی گیلاس,مرغ بریان,مرغ بریان کامل ," ۳۰۰,۰۰۰ تومان"
1,,مرغ بریانی گیلاس,مرغ بریان,بال مرغ بریان ," ۱۷۰,۰۰۰ تومان"
2,,مرغ بریانی گیلاس,مرغ بریان,ران مرغ بریان ," ۳۴۰,۰۰۰ تومان"
3,,مرغ بریانی گیلاس,نوشیدنی,نوشابه بطری ," ۱۱,۰۰۰ تومان"
4,,مرغ بریانی گیلاس,نوشیدنی,کوکاکولا ," ۱۴,۰۰۰ تومان"
5,,مرغ بریانی گیلاس,نوشیدنی,نوشابه خانواده پپسی کولا ," ۱۴,۰۰۰ تومان"
6,,مرغ بریانی گیلاس,نوشیدنی,ماءالشعیر شیشه ای دلستر ," ۲۰,۰۰۰ تومان"
7,,مرغ بریانی گیلاس,نوشیدنی,ماءالشعیر خانواده دلستر ," ۲۰,۰۰۰ تومان"
8,,مرغ بریانی گیلاس,نوشیدنی,دوغ بطری عالیس ," ۲۰,۰۰۰ تومان"
9,,مرغ بریانی گیلاس,نوشیدنی,دوغ خانواده عالیس ," ۳۳,۰۰۰ تومان"
10,,مرغ بریانی گیلاس,نوشیدنی,آب معدنی کوچک ," ۳۳,۰۰۰ تومان"
11,,مرغ بریانی گیلاس,نوشیدنی,آب معدنی بزرگ ," ۳۳,۰۰۰ تومان"
